a2432619.174292
chiangma 26/03/2024 19:16:53 26/03/2024 19:17:42 0045 0018.854056 0090.000000 00.0 00.0
0001001 0020 0000000 0020 05 0000000 0020 0000000 0020
1 0 1 01000 1 0357 3.75 00532.o 0 0 01 000 16 001001 0.500 BT0 "<PMT1_10.49.234.234_2055:PMT 2> "
1 2 1 02000 1 0357 3.75 00532.o 0 0 01 000 16 001001 0.500 S2A0 "<PMT1_10.49.234.234_2055:PMT 2> "
1 1 1 16380 1 0357 3.75 00532.o 0 0 00 000 00 001001 3.1746 BC0 "<PMT1_10.49.234.234_2055:PMT 2> "
1 3 1 02000 1 0357 3.75 00532.o 0 0 00 000 00 001001 3.1746 S2P0 "<PMT1_10.49.234.234_2055:PMT 2> "
1 5 0 01000 0 0000 1.00 00000.o 0 0 00 000 00 000000 0.000 OF0
532.000 .o Analog 0 	532.000 .o Analog StErr 0 	532.000 .o Photon Counting 0 	532.000 .o PC StErr 0 	0.000 .o Overflow Info 0 
5.06282	0.000916123	0	0	0
5.06126	0.000918051	0	0	0
5.06166	0.000893467	0	0	0
5.06216	0.00086575	0	0	0
5.06218	0.000897082	0	0	0
5.06275	0.000889129	0	0	0
5.06206	0.000906482	0	0	0
5.06284	0.000926728	0	0	0
5.06354	0.000888647	0	0	0
5.06276	0.000904072	0	0	0
5.06407	0.000909616	0	0	0
5.06359	0.000892262	0	0	0
5.06414	0.000921426	0	0	0
5.06333	0.000918774	0	0	0
5.06291	0.0009154	0	0	0
5.06286	0.000907928	0	0	0
5.06346	0.000911544	0	0	0
5.06357	0.000938056	0	0	0
5.06314	0.000918533	0	0	0
5.0618	0.000883826	0	0	0
5.06225	0.000906964	0	0	0
5.06297	0.000907687	0	0	0
5.06243	0.000926487	0	0	0
5.06275	0.000929861	0	0	0
5.06229	0.000923113	0	0	0
5.06235	0.000922872	0	0	0
5.06186	0.000946974	0	0	0
5.06314	0.000951071	0	0	0
5.06197	0.000908169	0	0	0
5.06193	0.000940466	0	0	0
5.06244	0.000923113	0	0	0
5.06189	0.00087997	0	0	0
5.0632	0.000934682	0	0	0
5.0626	0.000916605	0	0	0
5.06291	0.000918051	0	0	0
5.06285	0.000905036	0	0	0
5.06266	0.000911785	0	0	0
5.06262	0.000943118	0	0	0
5.06369	0.000923836	0	0	0
5.06239	0.000937815	0	0	0
5.06292	0.0009436	0	0	0
5.06247	0.000923113	0	0	0
5.06231	0.000910098	0	0	0
5.06319	0.000888406	0	0	0
5.06273	0.000915882	0	0	0
5.06282	0.000873703	0	0	0
5.06239	0.000905277	0	0	0
5.0623	0.000906482	0	0	0
5.06426	0.000919015	0	0	0
5.06303	0.000865991	0	0	0
5.06259	0.000928656	0	0	0
5.06271	0.000939502	0	0	0
5.06275	0.000913713	0	0	0
5.06195	0.000929861	0	0	0
5.06237	0.000923595	0	0	0
5.06184	0.000905036	0	0	0
5.06238	0.000906964	0	0	0
5.06112	0.000902867	0	0	0
5.06221	0.000928415	0	0	0
5.06215	0.000911303	0	0	0
5.06106	0.000957579	0	0	0
5.06186	0.000909134	0	0	0
5.0613	0.000956374	0	0	0
5.06182	0.000922631	0	0	0
5.06268	0.000907687	0	0	0
5.06322	0.000941671	0	0	0
5.0625	0.000909857	0	0	0
5.06163	0.000913472	0	0	0
5.064	0.000890093	0	0	0
5.06134	0.000930825	0	0	0
5.05241	0.000939502	0	0	0
5.06129	0.000938056	0	0	0
5.06956	0.000890816	0	0	0
5.07053	0.000929138	0	0	0
5.06709	0.000977825	0	0	0
5.05795	0.000954928	0	0	0
5.05706	0.000909134	0	0	0
5.062	0.000915882	0	0	0
5.05957	0.000949625	0	0	0
5.05971	0.000897565	0	0	0
5.06462	0.000921908	0	0	0
5.06221	0.000940225	0	0	0
5.06228	0.000906723	0	0	0
5.06314	0.000920703	0	0	0
5.06364	0.000936851	0	0	0
5.06451	0.000924559	0	0	0
5.06257	0.000913472	0	0	0
5.06052	0.000908651	0	0	0
5.05885	0.000882621	0	0	0
5.06119	0.000922872	0	0	0
5.06358	0.000904313	0	0	0
5.06333	0.000919256	0	0	0
5.0633	0.000927933	0	0	0
5.06498	0.000960953	0	0	0
5.06441	0.000918533	0	0	0
5.06297	0.000922872	0	0	0
5.06251	0.000905518	0	0	0
5.06156	0.000935887	0	0	0
5.06122	0.000900457	0	0	0
5.06132	0.000937574	0	0	0
5.06211	0.000912267	0	0	0
5.06411	0.00087756	0	0	0
5.06401	0.000900698	0	0	0
5.06318	0.000924559	0	0	0
5.06397	0.000929379	0	0	0
5.06266	0.000888888	0	0	0
5.06071	0.000925041	0	0	0
5.05997	0.000916123	0	0	0
5.06175	0.000888888	0	0	0
5.06228	0.000923836	0	0	0
5.06274	0.000913231	0	0	0
5.063	0.000921667	0	0	0
5.06306	0.000923113	0	0	0
5.06459	0.000871293	0	0	0
5.06453	0.00089419	0	0	0
5.071	0.000926487	0	0	0
5.26316	0.00456061	0	0	0
6.39246	0.0188954	0.11988	0.089719	0
11.0709	0.082178	22.4975	0.700061	0
33.6937	0.411377	23.2168	0.764507	0
129.344	1.46675	1.51848	0.247675	0
341.353	2.26591	0.639361	0.178174	0
496.35	0.295311	14.5055	0.816316	1
499.891	0.0529917	68.0519	1.35716	1
499.116	0.139364	62.8971	1.31925	1
499.512	0.103708	17.982	0.784725	1
499.978	0.0224842	8.47153	0.558532	1
500	0	9.59041	0.598969	1
500	0	20.1399	0.77588	1
500	0	47.7922	1.11833	1
500	0	97.1429	1.35463	1
500	0	109.57	1.44056	1
500	0	105.295	1.41781	1
500	0	91.3087	1.33062	1
500	0	80.6793	1.30914	1
499.973	0.0265162	65.4545	1.18404	1
499.973	0.0265162	48.7512	1.06273	1
499.973	0.0265162	34.5255	0.974272	1
498.654	0.1318	40	1.06652	1
472.229	0.513229	46.1139	1.09306	1
431.638	0.465362	58.7413	1.15497	1
392.968	0.436161	74.1658	1.23964	0
358.379	0.386932	91.5085	1.29018	0
328.415	0.341831	109.491	1.3104	0
302.279	0.310634	123.197	1.36095	0
280.028	0.281456	128.791	1.3521	0
260.91	0.261398	135.904	1.39001	0
243.53	0.238561	138.462	1.32683	0
227.903	0.219146	132.388	1.366	0
213.929	0.207823	134.545	1.41023	0
201.223	0.19675	131.988	1.41529	0
189.675	0.176425	134.346	1.31167	0
179.128	0.161398	130.27	1.28766	0
169.275	0.149018	129.271	1.37232	0
160.014	0.136616	127.193	1.31672	0
151.674	0.121723	125.834	1.29018	0
144.063	0.12006	119.241	1.24848	0
136.658	0.11575	116.843	1.21563	0
129.73	0.11081	110.41	1.27881	0
123.365	0.10237	108.212	1.27123	0
117.433	0.0962542	105.694	1.22574	0
112.157	0.0888639	99.7403	1.27755	0
107.207	0.0847982	94.5055	1.23964	0
102.287	0.0805542	87.0729	1.20931	0
97.6764	0.0762732	83.3566	1.20931	0
93.5244	0.0704263	82.1978	1.25354	0
89.7858	0.0678379	76.4036	1.25733	0
86.2648	0.0704728	70.01	1.22827	0
82.7664	0.0695239	65.015	1.20047	0
79.4251	0.0649033	61.8581	1.12717	0
76.3129	0.0799189	56.4635	1.14613	0
73.2561	0.0573337	55.4246	1.15245	0
70.4492	0.0626762	49.9101	1.12086	0
67.8515	0.0572969	45.6344	1.1019	0
65.207	0.0625458	40.04	1.01724	0
62.6452	0.0668727	36.8831	1.02735	0
60.2632	0.0671947	34.5255	0.956581	0
57.9777	0.065542	33.4865	1.0185	0
55.8578	0.0641305	31.8881	0.975536	0
53.7912	0.0653296	25.8941	0.882026	0
51.6543	0.0665644	24.0959	0.860544	0
49.6175	0.0632725	21.8581	0.825162	0
47.7904	0.0569932	20.7792	0.866862	0
46.145	0.0498512	17.5824	0.783461	0
44.7282	0.0461062	18.0619	0.78978	0
43.5251	0.0445866	16.7433	0.764507	0
42.3377	0.0399108	14.9051	0.71017	0
41.1302	0.0369761	12.7872	0.673524	0
40.0254	0.0369908	11.1489	0.622978	0
38.9994	0.0423783	11.1089	0.628033	0
38.0755	0.092507	9.55045	0.576223	0
37.0719	0.0730616	8.55145	0.566114	0
35.9288	0.0471359	7.63237	0.519359	0
34.8676	0.0404049	5.95405	0.46755	0
33.7078	0.0391448	5.55445	0.468813	0
32.4863	0.0373403	4.1958	0.38794	0
31.4704	0.0345647	5.23477	0.441013	0
30.4438	0.0333065	3.83616	0.372776	0
29.2509	0.0326459	3.03696	0.334867	0
28.1108	0.0285085	3.23676	0.35003	0
27.1837	0.0224095	2.43756	0.30833	0
26.4108	0.0201306	1.91808	0.281793	0
25.7077	0.0188074	1.51848	0.247675	0
25.107	0.0210863	1.43856	0.24262	0
24.6019	0.01596	1.55844	0.251466	0
24.1522	0.0147004	1.03896	0.20092	0
23.73	0.0137271	1.31868	0.232511	0
23.3101	0.0144239	0.959041	0.193338	0
22.8755	0.0138556	0.759241	0.17312	0
22.4285	0.0143495	0.719281	0.168065	0
22.0094	0.0136611	0.959041	0.202184	0
21.6462	0.013153	0.839161	0.180702	0
21.3109	0.0127691	0.559441	0.14911	0
20.9925	0.012073	0.43956	0.131419	0
20.7238	0.011725	0.679321	0.163011	0
20.4754	0.0117006	0.559441	0.14911	0
20.1995	0.0123116	0.43956	0.131419	0
19.9285	0.0201422	0.599401	0.17312	0
19.6849	0.0140788	0.1998	0.089719	0
19.4458	0.011511	0.27972	0.104883	0
19.2395	0.0101581	0.31968	0.112465	0
19.0658	0.010101	0.43956	0.131419	0
18.8771	0.00991828	0.15984	0.0796098	0
18.6751	0.00945407	0.0799201	0.0568641	0
18.4729	0.00932609	0.11988	0.0695006	0
18.2454	0.0101757	0.1998	0.089719	0
17.9919	0.0134618	0.03996	0.0404367	0
17.7275	0.00912315	0.1998	0.089719	0
17.4753	0.00928078	0.0799201	0.0568641	0
17.233	0.00859531	0.0799201	0.0568641	0
16.986	0.00826752	0.1998	0.089719	0
16.7458	0.00804072	0.0799201	0.0568641	0
16.5147	0.00776307	0.11988	0.0695006	0
16.3076	0.00756904	0.0799201	0.0568641	0
16.1409	0.00784212	0.27972	0.104883	0
16.0021	0.00903976	0.0799201	0.0568641	0
15.837	0.00968353	0.0799201	0.0568641	0
15.6374	0.00915039	0.0799201	0.0568641	0
15.4615	0.0091769	0.03996	0.0404367	0
15.3026	0.00914267	0	0	0
15.1256	0.00862303	0	0	0
14.9601	0.00832561	0	0	0
14.8118	0.00798119	0.03996	0.0404367	0
14.6403	0.00749529	0	0	0
14.4511	0.00719835	0.03996	0.0404367	0
14.2701	0.00713183	0.03996	0.0404367	0
14.0965	0.00713713	0	0	0
13.928	0.00688792	0	0	0
13.7729	0.00672812	0	0	0
13.6245	0.0067703	0.03996	0.0404367	0
13.4807	0.00693491	0.03996	0.0404367	0
13.3456	0.00703735	0	0	0
13.2208	0.00692286	0	0	0
13.112	0.00692527	0	0	0
13.0119	0.00734345	0	0	0
12.9131	0.00767148	0.0799201	0.0568641	0
12.809	0.00755627	0.03996	0.0404367	0
12.7085	0.00725114	0	0	0
12.6132	0.00696649	0	0	0
12.502	0.00680669	0	0	0
12.3893	0.0064037	0	0	0
12.2743	0.00584574	0.03996	0.0404367	0
12.1452	0.00586044	0.03996	0.0404367	0
12.0001	0.00586647	0.03996	0.0404367	0
11.8609	0.00530561	0	0	0
11.7261	0.00511617	0	0	0
11.5845	0.00496264	0	0	0
11.4656	0.00499734	0	0	0
11.3566	0.0049448	0	0	0
11.2305	0.0050588	0	0	0
11.1122	0.00509905	0	0	0
10.997	0.005161	0.03996	0.0404367	0
10.8731	0.00488551	0	0	0
10.7504	0.00479416	0	0	0
10.6331	0.00477223	0	0	0
10.5188	0.00489563	0	0	0
10.4105	0.00480983	0	0	0
10.3047	0.00447722	0	0	0
10.2006	0.00409544	0	0	0
10.1106	0.00422029	0.03996	0.0404367	0
10.0237	0.00405856	0	0	0
9.93772	0.00401783	0	0	0
9.85698	0.00394022	0	0	0
9.77136	0.00381971	0	0	0
9.6917	0.0036469	0	0	0
9.61969	0.00405206	0.03996	0.0404367	0
9.54205	0.00391901	0.03996	0.0404367	0
9.46581	0.00379031	0	0	0
9.39752	0.00367558	0	0	0
9.32428	0.00364762	0	0	0
9.25377	0.00366811	0	0	0
9.19086	0.00366208	0	0	0
9.12297	0.00357797	0	0	0
9.05352	0.00344372	0	0	0
8.991	0.00344516	0	0	0
8.92949	0.00324945	0	0	0
8.8621	0.0032885	0	0	0
8.80092	0.00336707	0	0	0
8.74327	0.00339961	0	0	0
8.68556	0.00343359	0	0	0
8.63267	0.00342709	0	0	0
8.58	0.00321812	0	0	0
8.52687	0.00314244	0	0	0
8.47818	0.00325982	0	0	0
8.43107	0.00322366	0	0	0
8.38509	0.00331308	0	0	0
8.33989	0.00320872	0	0	0
8.29249	0.00316244	0	0	0
8.24728	0.00316895	0	0	0
8.21034	0.00284695	0	0	0
8.17091	0.00285779	0	0	0
8.12528	0.00291901	0	0	0
8.08228	0.00286141	0	0	0
8.04853	0.00279055	0	0	0
8.00876	0.00277054	0	0	0
7.97291	0.00273246	0	0	0
7.94168	0.00273897	0	0	0
7.90525	0.00270137	0	0	0
7.86971	0.00271655	0	0	0
7.83969	0.00278043	0	0	0
7.80799	0.00276669	0	0	0
7.77003	0.00260568	0	0	0
7.73283	0.00260785	0	0	0
7.69946	0.00264642	0	0	0
7.66615	0.00268546	0.03996	0.0404367	0
7.63307	0.00274258	0	0	0
7.60084	0.00257724	0	0	0
7.56937	0.00256857	0	0	0
7.53808	0.00257339	0	0	0
7.50718	0.00257893	0	0	0
7.47913	0.00244806	0	0	0
7.45222	0.00244637	0	0	0
7.42034	0.00244637	0	0	0
7.39286	0.00249144	0	0	0
7.36848	0.0024589	0	0	0
7.34002	0.00240805	0	0	0
7.31281	0.00238226	0.03996	0.0404367	0
7.28829	0.00255435	0	0	0
7.26638	0.00245746	0	0	0
7.24313	0.0024307	0	0	0
7.21617	0.00226753	0	0	0
7.18982	0.00229959	0	0	0
7.1664	0.00234321	0	0	0
7.14209	0.00227741	0	0	0
7.11694	0.00229621	0	0	0
7.09294	0.0022321	0	0	0
7.06971	0.00218221	0	0	0
7.04565	0.00225693	0	0	0
7.02396	0.00218028	0	0	0
7.00183	0.00218004	0	0	0
6.98127	0.00221089	0	0	0
6.95783	0.00216389	0	0	0
6.93931	0.00214943	0	0	0
6.92205	0.0020899	0	0	0
6.90222	0.00209954	0	0	0
6.8814	0.0020535	0	0	0
6.8623	0.00203205	0	0	0
6.84572	0.00209351	0	0	0
6.82835	0.00205929	0	0	0
6.80707	0.00204917	0	0	0
6.78592	0.0020282	0	0	0
6.76667	0.0020576	0	0	0
6.74671	0.00207905	0	0	0
6.72912	0.00208532	0	0	0
6.71369	0.00202	0	0	0
6.69313	0.00207303	0	0	0
6.67588	0.00203446	0	0	0
6.65687	0.00202603	0	0	0
6.63882	0.00196746	0	0	0
6.6246	0.00201832	0	0	0
6.60839	0.00198915	0	0	0
6.59357	0.00186093	0	0	0
6.57662	0.0019195	0	0	0
6.56245	0.0019812	0	0	0
6.54954	0.00193998	0	0	0
6.53729	0.00194938	0	0	0
6.52281	0.00199084	0	0	0
6.50534	0.0019771	0	0	0
6.49213	0.00189178	0	0	0
6.48281	0.00200554	0	0	0
6.46951	0.00189877	0	0	0
6.45135	0.001859	0	0	0
6.43954	0.00194071	0	0	0
6.42821	0.00187587	0	0	0
6.41252	0.00185948	0	0	0
6.40016	0.00180863	0	0	0
6.38625	0.00184406	0	0	0
6.3752	0.0018308	0	0	0
6.36603	0.00186141	0	0	0
6.35346	0.00184791	0	0	0
6.33754	0.00181393	0	0	0
6.32557	0.00183899	0	0	0
6.31505	0.0017744	0	0	0
6.30386	0.00166522	0	0	0
6.29095	0.00176114	0	0	0
6.28083	0.00179055	0	0	0
6.27119	0.0017368	0	0	0
6.25786	0.00171077	0	0	0
6.24831	0.00165196	0	0	0
6.23951	0.00166642	0	0	0
6.23047	0.00173945	0	0	0
6.22003	0.0017139	0	0	0
6.20889	0.00173487	0	0	0
6.1979	0.00164256	0	0	0
6.18634	0.00167148	0	0	0
6.17452	0.00163461	0	0	0
6.16074	0.00165052	0	0	0
6.15019	0.00165726	0	0	0
6.13894	0.00168522	0	0	0
6.12522	0.00173222	0	0	0
6.11324	0.00164232	0	0	0
6.10199	0.00154832	0	0	0
6.09068	0.00157074	0	0	0
6.07945	0.00157387	0	0	0
6.06917	0.00160424	0	0	0
6.05949	0.00165775	0	0	0
6.0489	0.00162015	0	0	0
6.04006	0.00160858	0	0	0
6.02852	0.00160954	0	0	0
6.02066	0.00158616	0	0	0
6.01135	0.00158351	0	0	0
6.00155	0.00166715	0	0	0
5.99286	0.0016469	0	0	0
5.98493	0.00156037	0	0	0
5.97516	0.00155242	0	0	0
5.96645	0.00160617	0	0	0
5.96095	0.00152012	0	0	0
5.95875	0.00149867	0	0	0
5.95152	0.00155772	0	0	0
5.94646	0.00162762	0	0	0
5.94507	0.0015676	0	0	0
5.93877	0.00152856	0	0	0
5.92965	0.00153868	0	0	0
5.92897	0.00163557	0	0	0
5.92346	0.00158255	0	0	0
5.91479	0.00159605	0	0	0
5.9076	0.00157074	0	0	0
5.9044	0.00147144	0	0	0
5.90229	0.00148493	0	0	0
5.89805	0.00155387	0	0	0
5.89473	0.00154953	0	0	0
5.89003	0.00164063	0	0	0
5.88485	0.00155628	0	0	0
